"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.662659500E0,-1.480629609E0,2.559581814E0,-2.003045583E0,3.571542343E0
1.672595500E0,-1.614656562E0,2.888993479E0,-2.352575470E0,4.060543126E0
1.682530500E0,-1.521910366E0,3.203671330E0,-1.824721585E0,3.988650150E0
1.692466500E0,-1.614637851E0,3.627433666E0,-1.643364637E0,4.297205804E0
1.702401500E0,-2.007017012E0,2.956425909E0,-2.126404876E0,4.158144915E0
1.712337500E0,-1.935473405E0,9.916790038E-1,-3.608218546E0,4.212923643E0
1.722272500E0,-1.876664448E0,-7.714231610E-3,-4.481225969E0,4.858324315E0
1.732208500E0,-1.993520468E0,3.783797568E-1,-3.890112813E0,4.387513281E0
1.742143500E0,-1.185725287E0,3.907524651E-1,-2.660046335E0,2.938448306E0
1.752079500E0,5.887035191E-2,1.687822187E-1,-1.291507850E0,1.303819651E0
1.762014500E0,2.120149525E0,9.137204164E-1,-1.193255332E0,2.598803050E0
1.771950500E0,2.720626413E0,2.343454106E0,-1.072340759E0,3.747465801E0
1.781885500E0,3.154865205E0,2.423413026E0,-2.648969954E-1,3.987013365E0
1.791821500E0,3.946264209E0,1.272686248E0,-1.687295938E-1,4.149843511E0
1.801756500E0,4.242196763E0,3.136481559E-1,-3.525537747E-1,4.268360658E0
1.811692500E0,4.045028944E0,-8.045300961E-2,-4.703400868E-1,4.073076435E0
1.821627500E0,4.434087763E0,-3.415235871E-1,-4.071603370E-1,4.465820439E0
1.831563500E0,4.367426873E0,-1.368801025E0,-7.950108290E-2,4.577592616E0
1.841498500E0,3.560566077E0,-2.840903054E0,3.821634901E-1,4.571040350E0
1.851434500E0,2.132299747E0,-3.814017733E0,7.307902747E-1,4.430292078E0
1.861370500E0,4.750047031E-1,-4.955951468E0,1.204773469E0,5.122359176E0
1.871305500E0,-1.553209635E0,-5.440503212E0,6.283163586E-1,5.692654637E0
1.881241500E0,-3.315822680E0,-4.726428958E0,9.746080577E-2,5.774366575E0
1.891176500E0,-5.512549680E0,-3.148889351E0,1.325055665E0,6.485328105E0
1.901112500E0,-7.401823649E0,4.790267104E-1,3.128267391E0,8.050001043E0
1.911047500E0,-7.678298716E0,2.557025412E0,3.411789230E0,8.782650846E0
1.920983500E0,-6.370991689E0,2.255530109E0,3.393933003E0,7.562786021E0
1.930918500E0,-5.084567993E0,1.827896916E0,4.754286847E0,7.197032877E0
1.940854500E0,-6.462477810E0,1.978684913E0,5.107383828E0,8.471374327E0
1.950789500E0,-5.628791742E0,1.467176335E0,5.330938085E0,7.890171338E0
1.960725500E0,-3.558535924E0,1.532065811E0,5.904028369E0,7.061724616E0
1.970660500E0,-1.402218447E0,1.120117189E0,5.452435040E0,5.740202693E0
1.980596500E0,8.397434905E-1,-6.649734306E-1,3.195570597E0,3.370316044E0
